No.,COD DANE DEPTO,DEPARTAMENTO UBICACION DISTRITO,COD DANE MUNICIPIO,MUNICIPIO UBICACION DISTRITO,MUNICIPIOS INFLUENCIA DISTRITO,VEREDA O CORREGIMIENTO,NOMBRE DEL DISTRITO,NOMBRE ASOCIACIÓN DE USUARIOS,NÚMERO ID ASOCIACIÓN,ESCALA DISTRITO,TIPO DE DISTRITO,DISTRITO EN OPERACION (S_N),AREA BRUTA -HA,AREA NETA INICIAL (beneficiada con ADT) - HA,NUMERO FAMILIAS,PRINCIPALES CULTIVOS,CONDICIÓN  JURIDICA DISTRITO,PROPIEDAD,ESTADO DE LA PROPIEDAD,RECURSOS CONSTRUCCIÓN,ADMINISTRADOR,NOMBRE FUENTE HIDRICA,SUBZONA HIDRICA,CAR,CONCESION AGUAS (S_N),NÚMERO CONCESIÓN,CAUDAL CONCESIÓN - LPS,FECHA CONCESIÓN,VIGENCIA CONCESIÓN,LONGITUD,LATITUD,OBSERVACIONES,POLIGONO DE AREA
247,23,CÓRDOBA,"23,660",SAHAGÚN,SAHAGÚN,CERRO BOMBA,CERRO BOMBA,ASOBOMBA,260,Pequeña,Riego,NO,9,9,27,"Yuca, Ñame, Maíz, Ajonjolí, Ahuyama, Ají, Caña Flecha",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo Sinu,CVS,SI,,,,,75° 29.181' W,9° 13.085' N,,NO
248,23,CÓRDOBA,"23,670",TUCHÍN,SAN ANDRÉS DE SOTAVENTO,AGUAS MOHOSAS,AGUAS MOHOSAS,ASOMOHOSAS,"1,252",Pequeña,Riego,SI,22,22,18,"Yuca, Ñame, Maíz, Caña, Coco, Piscicultura , Caña Flecha",Público,ADR,Legalizado,Públicos,ADR,"La fuente abastecedora es un Lago Artificial con una capacidad estimada de 50.000 m3. El caudal concesionado es de 11.5 lt,seg",Directos Caribe Golfo de Morrosquillo,CVS,SI,,,,,75° 29.816' W,9° 15.351' N,,SI
249,23,CÓRDOBA,"23,670",TUCHÍN,SAN ANDRÉS DE SOTAVENTO,BAJO GRANDE,BAJO GRANDE,ASOBAJO GRANDE,282,Pequeña,Riego,NO,15,15,20,"Yuca, Ñame, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Represa Bajo Grande,Bajo Sinu,CVS,SI,,,,,75° 32.854' W,9° 6.735' N,,NO
250,23,CÓRDOBA,"23,670",SAN ANDRÉS DE SOTAVENTO,SAN ANDRÉS DE SOTAVENTO,ESMERALDA,LA ESMERALDA,ASOESMERALDA,268,Pequeña,Riego,SI,5,22,18,"Frutales ,Mango, Guayaba Agria,, Maíz, Yuca, Ñame, Fríjol, Arroz, Ajonjolí, Plátano, Arroz",Público,ADR,Legalizado,Públicos,ADR,"La fuente abastecedora es un Lago Artificial con una capacidad estimada de 50.000 m3. El caudal concesionado es de 11.5 lt,seg",Directos Caribe Golfo de Morrosquillo,CVS,SI,,,,,75° 30.814' W,9° 15.407' N,,SI
251,23,CÓRDOBA,"23,672",SAN ANTERO,SAN ANTERO,TIJERETA,TIJERETA,MINI DISTRITO DE RIEGO DEL LAGO LA COCORILLA FRUTILAGO,"1,253",Pequeña,Riego,SI,15,15,30,"Maíz, Arroz, Coco, Tubérculos, Ñame, Yuca , Ají Dulce, Mango",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 46.665' W,9° 21.568' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo.,NO
252,23,CÓRDOBA,"23,675",SAN BERNARDO DEL VIENTO,SAN BERNARDO DEL VIENTO,CAÑO GRANDE,CAÑO GRANDE,COVICOMPACGRA,"1,254",Pequeña,Riego,NO,131,131,40,"Arroz, Plátano, Yuca, Piscicultura",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 58.493' W,9° 19.421' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo.,NO
253,23,CÓRDOBA,"23,675",SAN BERNARDO DEL VIENTO,SAN BERNARDO DEL VIENTO,DAMASCO EL CASTILLO,DAMASCO EL CASTILLO,ASODAMASCO,266,Pequeña,Riego,NO,50,50,132,"Arroz, Sorgo, Maíz, Plátano, Yuca, Ñame, Cítricos, Mango, Coco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 57.698' W,9° 22.383' N,,NO
254,23,CÓRDOBA,"23,675",SAN BERNARDO DEL VIENTO,SAN BERNARDO DEL VIENTO,VILLA CLARA,VILLA CLARA,ASOVIC,"1,255",Pequeña,Riego,NO,180,180,56,"Arroz, Plátano, Ñame, Maíz, Hortalizas, Yuca",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 57.257' W,9° 17.548' N,,NO
255,23,CÓRDOBA,"23,815",TUCHIN,TUCHIN,VIDALES,BELLA CECILIO,GUAPINSINÚ,"1,256",Pequeña,Riego,NO,18,18,26,"Caña Flecha, Yuca, Ñame",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 33.004' W,9° 13.285' N,,NO
256,23,CÓRDOBA,"23,815",TUCHIN,TUCHIN,MOLINA,MOLINA BARBACOAS Y SABANAL,MOLINA BARBACOAS Y SABANAL,"1,257",Pequeña,Riego,NO,150,150,111,"Yuca, Ñame, Maíz",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo Sinu,CVS,NO,,,,,75° 32.269' W,9° 12.908' N,,NO
257,25,CUNDINAMARCA,"25,040",ANOLAIMA,ANOLAIMA,"BALSILLAS, CORAMA, MATIMA, SAN ISIDRO",BALSILLAS CORAMA,ASOBALSILLAS,295,Pequeña,Riego,SI,41,41,41,"Habichuela, Mora, Espinaca, Hortalizas, Tomate, Alverja, Pastos, Fríjol, Plátano, Café, Aromáticas , Granadilla",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Curi,Rio Bogota,CAR,SI,,,,,74° 27.567' W,4° 46.534' N,,NO
258,25,CUNDINAMARCA,"25,053",ARBELÁEZ,ARBELÁEZ,"SABANETA, CUARTEL, VERGEL","SABANETA, CUARTEL Y VERGEL",ASOSACUVER,803,Pequeña,Riego,SI,95,95,95,"Tomate, Pepino Cohombro, Ahuyama, Maracuyá, Guanábana, Habichuela, Cítricos, Pastos, Caña de Azúcar, Ganadería de Doble Propósito, Guayaba",Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,Río Negro,Rio Sumapaz,CAR,SI,,,,,74° 24.088' W,4° 14.039' N,,NO
259,25,CUNDINAMARCA,"25,086",BELTRÁN,BELTRÁN,,PAQUILÓ,ASOMAPA,313,Pequeña,Riego,NO,185,185,25,"Maíz, Habichuela, Pepino, Fríjol, Pastos",Público,ADR,Legalizado,Públicos,ADR,Río Magdalena,Rio Seco y otros Directos al Magdalena,CAR,NO,,,,,74° 47.658' W,4° 40.621' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja.",SI
260,25,CUNDINAMARCA,"25,120",CABRERA,CABRERA,ALTO ARIARI,ALTO ARIARI,ASOALTOARIARI,293,Pequeña,Riego,SI,30,30,24,"Alverja, Habichuela, Ganadería Doble Propósito, Cultivos Transitorios, Maíz, Tomate de Árbol, Lulo, Mora, Curuba, Frijol Cargamanto y Bola Roja",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Alto Ariari,Rio Sumapaz,CAR,NO,,,,,74° 27.031' W,3° 48.024' N,,NO
261,25,CUNDINAMARCA,"25,120",CABRERA,CABRERA,SANTA LUCIA,SANTA LUCIA,ASOSANTALUCIA,320,Pequeña,Riego,NO,36,36,36,"Ganadería Doble Propósito, Alverja, Habichuela, Tomate, Lulo, Maíz, Cebolla Cabezona, Pastos, Legumbres, Mora, Tomate de Árbol, Queso Campesino, Uchuva, Granadilla, Curuba, Frijol Cargamanto y Bola Roja",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Santa Rita,Rio Sumapaz,CAR,SI,,,,,74° 29.007' W,3° 57.021' N,,NO
262,25,CUNDINAMARCA,"25,123",CACHIPAY,CACHIPAY,"PETALUMA, SAN JOSÉ",PETALUMA - MALABRIGO,ASOMALABRIGO,865,Pequeña,Riego,SI,21,21,42,"Follajes Ruscos, Helecho Cuero, Eucalipto Ornamental, Café, Frutas, Mora, Habichuela, Espinaca, Fríjol, Alverja, Flores",Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,Quebrada Malabrigo,Rio Bogota,CAR,SI,,,,,74° 26.663' W,4° 43.309' N,,NO
263,25,CUNDINAMARCA,"25,123",CACHIPAY,CACHIPAY,"PETALUMA, SAN JOSÉ",SAN JOSÉ PETALUMA,ASOPETALUMA,883,Pequeña,Riego,SI,30,30,30,"Follajes Ruscos, Helecho Cuero, Otros Frutales Aguacate, Café, Cítricos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Nacedero Vereda El Retiro,Rio Bogota,CAR,SI,,,,,74° 27.630' W,4° 43.477' N,,NO
264,25,CUNDINAMARCA,"25,178",CHIPAQUE,CHIPAQUE,SIECHA,VEREDAS DE SIECHA Y CALDERA,ASOCASIE,845,Pequeña,Riego,SI,83,83,83,"Aromáticas, Hortalizas ,Cebolla,",Privado,Asociación,Propio,AIS - DRE 2012,Asociación de Usuarios,,Rio Guayuriba,CORPORINOQUIA,NO,,,,,74° 3.840' W,4° 26.056' N,,NO
265,25,CUNDINAMARCA,"25,181",CHOACHÍ,CHOACHÍ,FERRALARADA,FERROLARADA,ASOFONTE,822,Pequeña,Riego,SI,94,94,100,"Habichuela, Durazno, Granadilla, Girasol, Gladiolos, Pimentón, Tomate, Frijol, Frutales, Cebolla, Durazno",Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,Quebrada Blanca y Puente Palo,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 56.319' W,4° 34.615' N,,NO
266,25,CUNDINAMARCA,"25,181",CHOACHÍ,CHOACHÍ,"GUAZA, RÍO BLANCO, RESGUARDO BAJO, BOBADILLAS",PROGRESO,ASOPROGRESO,856,Pequeña,Riego,SI,150,150,260,"Habichuela, Tomate, Pimentón, Durazno, Naranjas, Tomillo, Pecuarios como Vacas para Leche, Gallina, Cerdos, Café, Pastos, Ahuyamilla",Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,Quebrada Guaza,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 55.336' W,4° 34.066' N,,NO
267,25,CUNDINAMARCA,"25,181",CHOACHÍ,CHOACHÍ,"EL HATO, QUIUZA, RESGUARDO NORTE, RESGUARDO BAJO, SANTA ROSA, RESGUARDO, EL PINO SUR",RESGUARDO,ASORESGUARDO,802,Pequeña,Riego,SI,205,205,205,"Habichuela, Tomate, Girasol, Pimentón, Café, Avícola, Porcicultura, Cebolla, Alverja, Ahuyama, Porcicultura, Ganadería, Durazno, Granadilla
Girasol, Gladiolos",Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,Quebrada Potrero Grande,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 54.534' W,4° 33.700' N,,NO
268,25,CUNDINAMARCA,"25,181",CHOACHÍ,CHOACHÍ,,CHIBAGRO,ASOUCHIBAGRO,839,Pequeña,Riego,SI,150,150,154,,Público,Por definir,Sin transferir,Públicos,Asociación de Usuarios,,,CORPORINOQUIA,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
269,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,CHINIA,CHINIA,ASODISCHINIA,925,Pequeña,Riego,SI,25,25,25,"Tomate, Porcicultura, Habichuela, Alverjas, Pepino, Frijol, Pecuaria, Porcicultura, Ganadería, Cornicultura",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Raudal,Rio Guayuriba,CORPOGUAVIO,SI,,,,,73° 46.599' W,4° 30.791' N,,NO
270,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,"COASAVISTA, CARRIZAL, RESGUARDO, RAMAIL",EL PORVENIR,ASOPORVENIR,316,Pequeña,Riego,SI,143,143,201,"Tomate, Habichuela, Pepino, Pimentón, Ganadería, Frutales, Alverja, Fríjol",Público,ADR,Legalizado,Públicos,ADR,"Río Negro, Quebrada Caquinal",Rio Guayuriba,CORPOGUAVIO,SI,,,,,73° 53.615' W,4° 29.337' N,,SI
271,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,RIO NEGRO - RIO BLANCO - SALITRE,RIO BLANCO,ASOURIOBLANCO FOMEQUE,843,Pequeña,Riego,SI,79,79,79,"Tomate, Habichuela, Pepino, Pimentón, Alverjas, Pepino, Frijol, Pecuaria, Avicultura",Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,Quebrada caquinal,Rio Guayuriba,CORPOGUAVIO,SI,,,,,73° 48.659' W,4° 30.448' N,,NO
272,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,"SUSA, TABLÓN, GUACHAVITA, LADERAS, LA HUERTA, LAVADERO, GRAMAL, MARGARITA",SUSA - GRAMAL,ASOSUSAGRAMAL,322,Pequeña,Riego,SI,236,236,236,"Tomate, Habichuela, Pimentón, Maíz, Alverja, Tomate de Árbol, Legumbres , Frutales, Pepino, Gallinas Ponedoras",Público,ADR,Legalizado,Públicos,ADR,"Quebrada San Vicente, Quebrada Buenos Aires (En la Quebrada Buenos Aires la Bocatoma No Funciona)",Rio Guayuriba,CORPOGUAVIO,SI,,,,,73° 53.160' W,4° 27.020' N,,SI
273,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,COACHA Y UCUATOQUE,UCUATOQUE,ASOUCOACHA,323,Pequeña,Riego,SI,69,69,96,"Pimentón, Habichuela, Tomate, Ganado, Alverjas, Pepino, Pastos, Frutales, Café, Fríjol, Arracacha",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Caquinal,Rio Guayuriba,CORPOGUAVIO,SI,,,,,73° 47.886' W,4° 31.825' N,,NO
274,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,,RENACER,ASORENACER,912,Pequeña,Riego,SI,386,386,382,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPOGUAVIO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
275,25,CUNDINAMARCA,"25,279",FÓMEQUE,FÓMEQUE,,ASOCRUN,ASOCRUN,"1,072",Pequeña,Riego,SI,25,25,25,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,,CORPOGUAVIO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
276,25,CUNDINAMARCA,"25,281",FOSCA,FOSCA,"HERRERO, GRANADILLO DE FOSCA",HERRERO GRANADILLO,ASOHERRERO-GRANADILLO,308,Pequeña,Riego,SI,65,65,45,"Sagú, Cebolla, Maíz, Habichuela, Gallinas Ponedores el Principal Producto, Papa, Pitahaya, Tomate, Frijol, Arracacha, Sagú,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Rincón,Rio Guayuriba,CORPORINOQUIA,NO,,,,,73° 55.817' W,4° 16.718' N,,NO
277,25,CUNDINAMARCA,"25,281",FOSCA,FOSCA,LA PALMA,LA PALMA,ASOLAPALMA,315,Pequeña,Riego,NO,60,60,42,"Sagú, Papa, Pitahaya, Pancoger, Hortalizas, Cebolla Cabezona, Arracacha, Ganado, Porcinos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Guamo,Rio Guayuriba,CORPORINOQUIA,NO,,,,,73° 55.310' W,4° 15.360' N,,NO
278,25,CUNDINAMARCA,"25,290",FUSAGASUGÁ,FUSAGASUGÁ,"ALTAGRACIA, SAN PABLO, BOCHICA",BOCHICA,ASOBOCHICA,298,Pequeña,Riego,NO,50,50,43,"Mora, Tomate, Café, Habichuela, Frijol, Granadilla , Tomate de Árbol, Curuba, Ganadero, Lulo, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Batan,Rio Sumapaz,CAR,SI,,,,,74° 23.455' W,4° 19.099' N,,NO
279,25,CUNDINAMARCA,"25,290",FUSAGASUGÁ,FUSAGASUGÁ,ESPINALITO,ESPINALITO,ASOASES,294,Pequeña,Riego,SI,127,127,127,"Pitahaya, Codorniz, Huevos de Codorniz, Porcinos, Ganadería Doble Propósito, Piscicultura, Frutales, Habichuela, Alverja, Pasto, Tomate de Árbol, café, Aguacate, Cítricos, Naranja, Mandarina, Limón, Tomate, Lulo, Floricultura, Gallinas ponedoras",Público,ADR,Legalizado,Públicos,ADR,Río Cuja,Rio Sumapaz,CAR,SI,,,,,74° 24.713' W,4° 18.726' N,,SI
280,25,CUNDINAMARCA,"25,317",GUACHETÁ,GUACHETÁ,,HONDURAS,ASOHONDURAS,"1,311",Pequeña,Riego,SI,300,300,126,,Privado,Asociación,Propio,AIS - DRE 2011,Asociación de Usuarios,,,CAR,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
281,25,CUNDINAMARCA,"25,438",MEDINA,MEDINA,SAN JUANITO,SAN JUANITO-ARENALES,ASOJUANITO,309,Pequeña,Riego,SI,45,45,255,"Pastos, Plátano, Pancoger, Piscicultura,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Caño Negro,Rio Humea,CORPOGUAVIO,SI,,,,,73° 19.619' W,4° 28.296' N,,NO
282,25,CUNDINAMARCA,"25,535",PASCA,PASCA,"BOCADEMONTE, SABANETA, ZAQUE, GUCHIPAS, SAN JOAQUÍN, ALTO DEL MOLINO",EL BOSQUE,ASOBOSQUE,307,Pequeña,Riego,SI,394,394,394,"Arveja, Frijol, Cebolla, Hortalizas, Aromáticas, Frutales, Papa, Cilantro, Brócoli, Habichuela, Flores, Uchuva, Tomate de Árbol, Lulo, Mora, Praderas, Artesanías, Ganadería Doble Propósito",Privado,Asociación,Propio,AIS 2008 I,Asociación de Usuarios,Río Bosque,Rio Sumapaz,CAR,SI,,,,,74° 16.909' W,4° 18.114' N,,NO
283,25,CUNDINAMARCA,"25,535",PASCA,PASCA,"LA ARGENTINA, LÁZARO FONTE, EL RETIRO, ALTAGRACIA, SAN PEDRO, SAN PABLO, LA UNIÓN, SARDINAS, HERMOSA, LA UNIÓN, RESGUARDO BAJO",LÁZARO FONTE,ASOLAFON,310,Pequeña,Riego,SI,206,206,206,"Papa, Cebolla Cabezona y Junca, Alverja, Habichuela, Mora, Ganadería Doble Propósito, Hortalizas, Café, Caña, Pastos, Tomate de Árbol, Granadilla, Tomate, Fríjol, Pancoger, Frutales, Uchuva, Gulupa, Cilantro, Frutales, Gulupa,",Público,ADR,Legalizado,Públicos,ADR,Río Juan Viejo,Rio Sumapaz,CAR,SI,,,,,74° 19.548' W,4° 17.452' N,,SI
284,25,CUNDINAMARCA,"25,535",PASCA,PASCA,"SAN PEDRO, EL RETIRO, LÁZARO FONTE, PUENTE CARO",SAN PEDRO - PUENTE CARO,ASOSANPEDRO-PUENTE CARO,318,Pequeña,Riego,SI,158,158,106,"Hortalizas, Praderas, Ganadería Doble Propósito, Pastos, Alverja, Tomate de Árbol, Cebolla, Papa, Zanahoria, Uchuva, Cilantro, Mora, Tomate, Frijol",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Juan Viejo,Rio Sumapaz,CAR,SI,,,,,74° 15.844' W,4° 17.300' N,,NO
285,25,CUNDINAMARCA,"25,535",PASCA,PASCA,"PASCA (ZAQUE - GUCHIPAS, ALTO MOLINO)
FUSAGASUGÁ (BETHEL, SAUCES",ALBESA,ALBESA,292,Pequeña,Riego,SI,300,300,200,"Pasto Kikuyo, Cebolla Junca y Cabezona, Maíz, Tomate Chonto, Café, Habichuela, Tomate de Árbol, Frijol, Arveja, Pepino, Rusco, Cilantro, Rosa, Mora, Papa, Granadilla, Plátano, Arracacha, Pitahaya, Sagú, Hortalizas, Freijoa, Zanahoria, Remolacha, Calabacín, Ahuyama, Ají, Eugenia, Yuca, Flores, Frutales, Caléndula, Espinaca, Lulo, Aves Del Paraíso, Anturios, Gulupa",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río El Bosque,Rio Sumapaz,CAR,SI,,,,,74° 19.934' W,4° 18.431' N,,NO
286,25,CUNDINAMARCA,"25,596",QUIPILE,QUIPILE,LÍBANO Y SANTA CRUZ,LÍBANO SANTA CRUZ,ASOLIBACRUZ,311,Pequeña,Riego,SI,43,43,50,"Caña Panelera, Plátano, Café, Mango, Limón Tahití, Tomate, Habichuela, Pollo de Engorde, Levante y Ceba de Cerdo, Ganadería, Alverja, Tomate de Árbol, Mora, Cítricos, Cacao",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Arabiuna o San Rafael,Rio Bogota,CAR,SI,,,,,74° 32.640' W,4° 40.532' N,,NO
287,25,CUNDINAMARCA,"25,662",SAN JUAN DE RÍO SECO,SAN JUAN DE RÍO SECO,LOS OLIVOS,LOS OLIVOS,ASOLIVOS,312,Pequeña,Riego,SI,50,50,45,"Pastos, Maíz, Alverja, Tomate, Habichuela, Cacao, Banano, Tomate, Mango, Cítricos ,Naranja, Limón,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Seco,Rio Seco y otros Directos al Magdalena,CAR,SI,,,,,74° 39.075' W,4° 50.275' N,,NO
288,25,CUNDINAMARCA,"25,743",SILVANIA,SILVANIA,,SUBIA,ASOSUBIA,815,Pequeña,Riego,SI,95,95,72,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CAR,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
289,25,CUNDINAMARCA,"25,745",SIMIJACA,SIMIJACA,PANTANO Y JUNCAL,SIMIJACA,ASODIRSIMIJACA,805,Pequeña,Riego,SI,320,320,"2,450",,Privado,Asociación,Propio,AIS 2008 I,Asociación de Usuarios,,Rio Suarez,CAR,NO,,,,,73° 50.815' W,5° 30.052' N,,NO
290,25,CUNDINAMARCA,"25,841",UBAQUE,UBAQUE,"ROMERO ALTO, ROMERO BAJO, CENTRO AFUERA",DAT ROCA,ASODAT ROCA,301,Pequeña,Riego,SI,125,125,161,"Hortalizas ,Tomate, Habichuela, Pepino,, Cría de Cerdo, Gallinas, Pollos de Engorde, Ponedera, Flores, Pimiento,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Palmar,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 57.111' W,4° 29.460' N,,NO
291,25,CUNDINAMARCA,"25,841",UBAQUE,UBAQUE,"GANCO, RIO NEGRO, SAN AGUSTÍN, MOLINO, FÍSTEGA, LÚCIGA",DISRIEGO No. 2,ASODISRIEGO No 2,302,Pequeña,Riego,SI,210,230,227,"Maíz, Habichuela, Frijol, Tomate de Árbol, Tomate, Frutales Cítricos, Pimentón, Ahuyama, Pastos, Hiervas Aromáticas, Papa, Zanahoria, Cebolla Cabezona, Pollo de Engorde y Ponedoras",Público,ADR,Legalizado,Públicos,ADR,Río Palmar,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 55.157' W,4° 28.009' N,,SI
292,25,CUNDINAMARCA,"25,841",UBAQUE,UBAQUE,"SANTA ANA ALTA, SANTA ANA BAJA, FISTEGA, LUCIGA, BELÉN, SANTA ROSA SAN AGUSTÍN, PUEBLO VIEGO",ESPERANZA,ASOESPERANZA,804,Pequeña,Riego,SI,213,213,213,"Papa, Cebolla, Café, Frutales, Habichuela, Tomate, Ganadería, Piscicultura, Avicultura, Fríjol, Alverja, Tomate de Árbol, Freijoa, Pepino,",Privado,Asociación,Propio,AIS - DRE 2011,Asociación de Usuarios,Río Palmar,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 58.242' W,4° 29.192' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013.,NO
293,25,CUNDINAMARCA,"25,841",UBAQUE,UBAQUE,"PUEBLO NUEVO, PUEBLO VIEJO Y GUAYACUNDÓ",PEÑA AZUL,ASOPEÑAZUL,"1,045",Pequeña,Riego,SI,40,40,42,"Alverja, Papa, Cebolla, Habichuela, Frijol, Hortalizas, Pastos, Durazno, Ciruela, Tomate de Árbol, Calabacín",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Palmar,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 58.182' W,4° 29.819' N,,NO
294,25,CUNDINAMARCA,"25,841",UBAQUE,UBAQUE,"CACIQUE, ROMERO ALTO, ROMERO BAJO, PUENTE AMARILLO, CENTRO AFUERA",ROMERO ALTO - ROMERO BAJO CENTRO AFUERA,ASOCACIQUE,299,Pequeña,Riego,SI,111,111,172,"Tomate, Habichuela, Aromáticas, Papa, Cebolla, Frijol, Alverja, Pepino",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Palmar,Rio Guayuriba,CORPORINOQUIA,SI,,,,,73° 59.135' W,4° 29.998' N,,NO
295,25,CUNDINAMARCA,"25,841",UBAQUE,UBAQUE,,EL PORVENIR,ASODIRIEGO EL PORVENIR,940,Pequeña,Riego,SI,133,133,133,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPORINOQUIA,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
296,41,HUILA,"41,013",AGRADO,AGRADO,NUEVO SAN JOSE DE BELEN,LA GALDA,ASOGALDA,"1,335",Pequeña,Riego,SI,,,,"Ganadería doble propósito Cultivos de maíz, cacao, maracuyá,
piña, limón y plátano",Privado,Asociación,Propio,EMGESA-QUIMBO,Asociación de Usuarios,,,CAM,SI,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,Mayo-2018: LA UTT reporta que el Distrito fue construido por compensación proyecto El Quimbo por EMGESA S.A. Información según oficio 00179211 del 18/01/2018,NO
297,41,HUILA,"41,016",AIPE,AIPE,,BRIGADA,ASOBRIGADA,363,Pequeña,Riego,SI,60,60,8,Arroz,Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Aipe,"Rio Aipe, Rio Chenche y otros directos al Magdalena",CAM,NO,,,,,75° 16.938' W,3° 15.168' N,"Parcelación INCORA. Actualización D.T. 20130. ADRUTT2017: Requiere ampliación de la bocatoma no tiene la capacidad que se requiere, solicitan que por favor reenvien los papeles de Bogotá, el representante legal anterior murio y perdieron toda la documentación.
Mayo-2018: Se actualiza área neta y familias según reporte UTT.",NO
298,41,HUILA,"41,020",ALGECIRAS,ALGECIRAS,BAJO QUEBRADON,BAJO QUEBRADON NORTE,ASO-BAJO QUEBRADON NORTE,359,Pequeña,Riego,SI,80,80,23,"Café, Hortalizas, Fríjol, Maracuyá, Plátano, Habichuela",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Pueblo Viejo,Rio Neiva,CAM,SI,1510,25.8,07/03/2007 12:00:00 AM,,75° 11.240' W,2° 35.768' N,Mayo - 2018: La UTT reporta  que ha presentado afectaciones por crecientes de la quebrada Quebradon en bocatoma,NO
299,41,HUILA,"41,020",ALGECIRAS,ALGECIRAS,"BELLAVISTA EL PUENTE, LÍBANO ORIENTE",BELLAVISTA-EL PUENTE,ASOBELLAVISTA,"1,258",Pequeña,Riego,SI,90,90,36,"Café, Hortalizas, Frutales, Maíz, Fríjol, Cacao, Pastos",Público,ADR,Legalizado,Públicos,ADR,Quebrada Los Negros,Rio Neiva,CAM,NO,,,,,75° 16.651' W,2° 32.790' N,"Mayio-2018:La UTT reporta  que se requiere construcción de bocatoma, arreglo camaras de quiebre, domiciliarias.",SI
